word,pos,hindi
Gravel,noun,बजरी
Turn around,phrasal verb,वापस मुड़ना
Ridge,noun,पहाड़ी कगार
Stumble,noun,लड़खड़ाना
Matter,verb,मायने रखना
Messy,adjective,अव्यवस्थित
Improvisation,noun,तात्कालिक सुधार
Scare,verb,डराना
Gain traction,phrase,लोकप्रियता हासिल करना
Well-established,adjective,सुस्थापित
One-shot deal,phrase,एकल अवसर
Mindset,noun,मानसिकता
Upskill,verb,कौशल बढ़ाना
Sedition,noun,राजद्रोह
Redux,adjective,पुनरागमन (नए रूप में)
Trample,verb,रौंदना
Frivolous,adjective,तुच्छ (निराधार)
Summon,verb,तलब करना (सम्मन)
Perusal,noun,जांच (अवलोकन)
Vindictive,adjective,प्रतिशोधी
Point (to),verb,इशारा करना (संकेत)
Intimidation,noun,डराना-धमकाना
Keep in abeyance,phrase,स्थगित रखना
Set the bar,phrase,मानक तय करना
Prosecution,noun,अभियोजन
Latitude,noun,स्वतंत्रता (छूट)
Deem,verb,मानना (समझना)
Invocation,noun,आह्वान (प्रयोग)
Unconstitutionality,noun,असंवैधानिकता
Gush through,phrasal verb,ज़ोर से बहना
Fury,noun,क्रोध (आवेश)
Forecaster,noun,पूर्वानुमानकर्ता
Radar,noun,राडार
Loosen,verb,ढीला करना
The Craggy,noun,ऊबड़-खाबड़ (चट्टानी)
Undulating,adjective,लहरदार
Knee-jerk categorisation,noun,बिना सोचे-समझे वर्गीकरण
Freak,adjective,असामान्य
Token Sum,noun,मामूली राशि
Outlier,noun,अपवाद (असामान्य)
Probability,noun,संभावना
Latent,adjective,छिपा हुआ (सुप्त)
Soured,adjective,बिगड़ा हुआ
For a while now,phrase,कुछ समय से
With regard to,phrase,के संबंध में
The writing on the wall,phrase,स्पष्ट चेतावनी संकेत
In this mix,phrase,इन कारकों के बीच
Mercurial,adjective,चंचल (अस्थिर स्वभाव)
Snide,adjective,व्यंग्यात्मक (तिरस्कारपूर्ण)
Vent one’s frustration,phrase,गुस्सा निकालना
Hold firm,phrase,दृढ़ रहना
Ring-fence,verb,सुरक्षित घेरा बनाना
Remarkably,adverb,उल्लेखनीय रूप से
The Fall deadline,noun,शरद ऋतु की समय-सीमा
Illogical,adjective,अतार्किक
Imminent,adjective,आसन्न
Fiery,adjective,तीव्र (उग्र)
Okay,verb,स्वीकृत करना
Slugfest,noun,घमासान मुकाबला
Rain-battered,adjective,बारिश से तबाह
Quotient,noun,मात्रा (स्तर)
Rope in,phrasal verb,शामिल करना (भर्ती)
Shunt out,phrasal verb,किनारे करना (हटाना)
Spectacular,adjective,शानदार
Recency bias,noun,हाल की घटनाओं का पूर्वाग्रह
Sway,verb,प्रभावित करना
Hint,noun,संकेत
Twists and turns,phrase,उतार-चढ़ाव भरा सफर
String,noun,श्रृंखला (लगातार)
Under one’s watch,phrase,अपने कार्यकाल में
The booster shot,noun,नई ऊर्जा (बूस्टर)
Nucleus,noun,केंद्रबिंदु (नाभिक)
Face-off,noun,आमना-सामना
Prime-time,noun,प्राइम-टाइम (मुख्य समय)
Stepping stone,phrase,सीढ़ी का पत्थर (प्रगति का साधन)
NASA-Axiom-ISRO,noun,नासा-एक्सिओम-इसरो मिशन
Tie-up,noun,गठजोड़
Presume,verb,मान लेना
Intensive,adjective,गहन
North of something,phrase,से अधिक
Fortunately,adverb,सौभाग्य से
Proactively,adverb,पहले से सक्रिय होकर
Ought to,phrasal verb,आवश्यक (उचित)
Familiarise,verb,परिचित कराना
Microgravity adaptation,noun,सूक्ष्म-गुरुत्व अनुकूलन
Undocking,noun,अलग होना (यान का)
Reentry,noun,पुनः प्रवेश
Expose (to),verb,उजागर करना (सामने लाना)
Lay to rest,phrase,समाप्त करना (शांत करना)
Piecemeal,adjective,खंडित (टुकड़ों में)
Spacefarer,noun,अंतरिक्ष यात्री
Wealthy,adjective,धनी
Wandering,adjective,भटकता हुआ
Hold sway,phrase,प्रभुत्व रखना
Simpleton,noun,मूर्ख (भोला)
Marvel (at),verb,चकित होना
Industry,noun,परिश्रम
Holler,verb,चिल्लाना
Helping,noun,परोसी गई मात्रा
Inspect,verb,निरीक्षण करना
Idly,adverb,आलस्य से
Stony,adjective,कठोर (भावशून्य)
Bale,noun,गठरी (बंडल)
Fall asleep,phrase,सो जाना
Pedestal,adjective,आधार-जैसा
Look after,phrasal verb,देखभाल करना
Holy,adjective,पवित्र
Slaughter,noun,नरसंहार
Heap on someone,phrase,बहुत प्रशंसा/आलोचना करना
Stop short of,phrase,रुक जाना (बीच में)
Representative,noun,प्रतिनिधि
Ruin,noun,विनाश (खंडहर)
Occurrence,noun,घटना
Starve to death,phrase,भूख से मर जाना
Bomb,verb,बमबारी करना
Misinterpretation,noun,गलत व्याख्या
Misinformation,noun,गलत सूचना
Insinuation,noun,संकेत (इशारा)
Mete out,phrasal verb,वितरित करना (दंड)
Premier,adjective,प्रमुख (शीर्ष)
Tax-exempt status,noun,कर-मुक्त स्थिति
Silence,verb,चुप कराना
Special Intensive Revision (SIR),noun,विशेष गहन पुनरीक्षण (SIR)
The kind of,phrase,उस तरह का
Good governance,noun,सुशासन
Walk in,phrasal verb,अंदर प्रवेश करना
Shine,verb,चमकना
Excitement,noun,उत्साह
Inscription,noun,शिलालेख
Smattering,noun,थोड़ी मात्रा
Shrug,verb,कंधे उचकाना
Ruse,noun,चाल (छल)
Shake one’s fist,phrase,मुट्ठी दिखाकर गुस्सा जताना
Cock,noun,मुर्गा
Mission,noun,अभियान (कार्य)
Traverse,verb,पार करना (यात्रा)
Crow,verb,कांव-कांव करना
Rush out,phrasal verb,दौड़ते हुए बाहर निकलना
Squirm,verb,छटपटाना
Woe,noun,दुख (व्यथा)
Sympathy,noun,सहानुभूति
Barn,noun,खलिहान
Usher (in),verb,अगुवाई करना (लाना)
Tether,verb,बांधना (रस्सी से)
Hay,noun,सूखी घास (चारा)
Go off,phrasal verb,चले जाना
Munch,verb,चबाना
Prophetic,adjective,भविष्यसूचक
March (in),verb,कदम बढ़ाते हुए आना
Rouse,verb,जगाना (उत्तेजित करना)
Idle,adjective,आलसी (निष्क्रिय)
Laconic,adjective,संक्षिप्त (मितभाषी)
Hitch,verb,बांधना (जोड़ना)
Plough,noun,हल
Whip,noun,कोड़ा
Furrow,noun,नाली (हल की रेखा)
Jump from the frying pan into the fire,phrase,एक मुसीबत से दूसरी में फंसना
Take one’s chance,phrase,जोखिम उठाना (मौका लेना)
Regret,noun,पछतावा
The extortionist,noun,जबरन वसूली करने वाला
Obeisance,noun,श्रद्धांजलि (प्रणाम)
Monarch,noun,राजा (शासक)
Treasurer,noun,कोषाध्यक्ष
Masseur,noun,मालिश करने वाला
Waylaid,verb,घात लगाकर पकड़ना
Smell foul,phrase,बदबू देना
Ominous,adjective,भेद खुल जाना
The cat would be out of the bag,phrase,अत्यधिक खुश करना
Overjoy,verb,बेड़ी डालना
Manacle,verb,धक्का-मुक्की करना
Manhandle,verb,सिल देना (बंद करना)
Sew up,phrasal verb,एहसान चुकाना
Return for the favour,phrase,पहचानना
Recognize,verb,चीखता हुआ
Screeching,adjective,नन्हा पक्षी
Fledgling,noun,भयानक (कुरूप)
Hideous,adjective,झपट्टा मारना
Swoop down,phrasal verb,फुर्तीला
Spry,adjective,अनगिनत
Innumerable,adjective,पेशा (व्यवसाय)
Trade,noun,फेंकना (कंधे पर)
Sling,verb,ध्यान केंद्रित करना
Zero in,phrasal verb,साथ लेकर
In tow,phrase,इशारा करना
Motion,verb,सीटी
Whistle,noun,थका देना
Exhaust,verb,खाई (किले के चारों ओर)
Moat,noun,क्रोधित करना
Madden,verb,खरोंचा हुआ
Scratched,adjective,ताला बनाने वाला
Locksmith,noun,छोड़ना (उत्सर्जित करना)
Emit,verb,नौकर
Servant,noun,लार टपकाना
Water,verb,अलग हटना
Step aside,phrasal verb,कंजूस
Miser,noun,खोदना
Dig,verb,घूरना (देखना)
Gaze (at),verb,फावड़ा
Spade,noun,छिपाना
Hide,verb,चुपके से
Stealthily,adverb,शोक (दुख)
Grief,noun,कराहना (शिकायत)
Moan,verb,गुनगुनाना (बोलना)
Intone,verb,क्षीण होना
Wane,verb,बुदबुदाना
Murmur,verb,कंजूसी से
Miserly,adverb,आँखें घुमाना (चिढ़ में)
Roll one’s eyes,phrase,थोड़ी मात्रा
Trifle,noun,चिढ़ा हुआ
Irritated,adjective,ज़िद्दी
Obstinate,adjective,घृणा उत्पन्न करना
Sicken,verb,बड़बड़ाहट
Grumbling,noun,त्याग देना
Part,verb,अचंभित करना
Take aback,phrasal verb,घसीटते हुए चलना
Shuffle,verb,शून्य
Nought,noun,दुविधा में
In a quandary,phrase,टहलना
Stroll,verb,सोच-विचार करना
Ponder,verb,लदा हुआ (भरा)
Laden (with),verb,धड़कन
Pulse,noun,तेज़ भागना
Race,verb,फेंकना (झटके से)
Fling,verb,भय में
In alarm,phrase,डाकू (लुटेरा)
Robber,noun,लड़खड़ाना
Stagger,verb,पत्थर मारना
Stone,verb,अत्यधिक भय से
To one’s horror,phrase,जलपान
Refreshment,noun,अपमान सहना (अभिमान त्यागना)
Swallow one’s pride,phrase,श्रद्धापूर्वक
Religiously,adverb,उच्च अधिकारी
Mandarin,noun,विदाई
Farewell,noun,डरा हुआ
Afraid,adjective,डरते हुए
Fearfully,adverb,चालाक
Tricky,adjective,घर की ओर
Homeward,adjective,चालाकी से
Slyly,adverb,रचना (साजिश)
Hatch,verb,धोखा देना
Con,verb,उपवन
Grove,noun,शरबत
Sherbet,noun,मिलाना (नशीला पदार्थ)
Lace (with),verb,बेहोशी (सुस्ती)
Stupor,noun,चुराना
Filch,verb,अत्यधिक (शानदार)
Terrific,adjective,धोखेबाज़ (नकली व्यक्ति)
Impostor,noun,गुस्से से
Hotly,adverb,गड़बड़ करना
Make a mess,phrase,शिल्प कौशल
Handiwork,noun,बेड़ी डालना
Clap,verb,उत्कृष्ट (सुंदर)
Exquisite,adjective,शर्म से सिर झुकाना
Hang one’s head,phrase,इरादा
Intention,noun,बदला
Revenge,noun,अपमानित करना
Humiliate,verb,घात लगाना
Waylay,verb,तुरंत सोचना
Think fast,phrase,जोखिम उठाना
Take a chance,phrase,बेकार (मूल्यहीन)
Worthless,adjective,रद्द करना (माफ करना)
Write off,phrasal verb,सावधानी से
Guardedly,adverb,जल्दबाज़ी से
Hastily,adverb,चले जाना
Go away,phrasal verb,घबरा जाना
Panick,verb,हांफना
Gasp,verb,घूरना
Stare at,verb,डर से पीला पड़ जाना
Turn pale,phrase,प्रदूषक
Polluter,noun,क्षतिपूर्तिकारी
Restitutive,adjective,अत्यधिक बाधित करना
Hamstring,verb,बढ़ना (ऊपर जाना)
Go up,phrasal verb,निष्पक्ष (नियमबद्ध)
Non-arbitrary,adjective,कच्ची (सड़क)
Unpaved,adjective,अविश्वसनीय रूप से
Incredibly,adverb,स्पष्ट रूप से
Prominently,adverb,स्वास्थ्यवर्धक
Wholesome,adjective,रिसना (फैलना)
Percolate,verb,इस बीच
In the meantime,phrase,प्रतीक्षा करना (समाप्त होने तक)
Wait out,phrasal verb,ट्रंप-प्रेरित
Trump-induced,adjective,आयात
Import,noun,रद्द करना
Rescind,verb,लागू होना
Go into effect,phrase,अफ़ीम-आधारित दर्दनिवारक
Opioid,noun,खटकना (चुभना)
Rankle,verb,किसी के पक्ष में
In someone’s favour,phrase,अनियमित (कभी हां कभी ना)
On-again-off again,phrase,विश्वसनीय
Reliable,adjective,स्थलरुद्ध
Land-locked,adjective,बहुत हद तक
Vastly,adverb,सुधारना (मरम्मत)
Mend,verb,भाषाई
Linguistic,adjective,टीका लगाना
Vaccinate,verb,दूरस्थ
Faraway,adjective,मिटाना (उन्मूलन)
Eradicate,verb,हाल में
Of late,phrase,उपलब्धि दर्शाना
Mark a milestone,phrase,जारी (चालू)
Ongoing,adjective,बिना टीकाकरण वाला
Unvaccinated,adjective,अपनी भूमिका निभाना
Play one’s part,phrase,प्रवासी
Immigrant,noun,जाना (दिशा में)
Head (to),verb,उपोत्पाद (परिणाम)
Spin-off,noun,चुनना
Pick out,phrasal verb,कंजूस
Stingy,adjective,मितव्ययी
Frugal,adjective,मुँह खुला रह जाना (आश्चर्य से)
Open-mouthed,adjective,निचोड़ना
Wring out,phrasal verb,साष्टांग प्रणाम करना
Prostrate,verb,चीख
Squeal,noun,शिशु
Infant,adjective,वापस लौटना
Revert,verb,अभद्रता से
Shabbily,adverb,सीधा-सादा (बिना लाग-लपेट)
Unvarnished,adjective,प्रतिरोध
Pushback,noun,रोकना (थामना)
Staunch,verb,समझना (गहराई से)
Fathom,verb,विरल (कम)
Sparse,adjective,स्वतंत्र (अलग)
Standalone,adjective,विकसित हो रहा
Unfolding,adjective,स्वीकृति (समापन)
Signing-off,noun,समानांतर
Parallel,adjective,विचार करना
Mull,verb,मनोमितीय परीक्षण
Psychometric test,noun,ध्यान में रखना
Keep in mind,phrase,विनाश का संकेत देना
Spell doom,phrase,रहस्यमय ढंग से
Mysteriously,adverb,आनंद (हर्ष)
Glee,noun,आराम से टहलना
Saunter,verb,आनंदित होना
Exult,verb,जंगली (अनियंत्रित)
Untamed,adjective,उछलना (कूदना)
Buck,verb,जीन (काठी)
Saddle,noun,कराहना
Groan,verb,तलाशी लेना
Scour,verb,क्षमा करना (मुक्त करना)
Excuse (of),verb,अवांछित
Unwanted,adjective,धर्मगुरु (यहूदी)
Rabbi,noun,संदेहास्पद
Suspicious,adjective,अतिथिविहीन (अमैत्रीपूर्ण)
Inhospitable,adjective,भयानक ढंग से
Ghastly,adverb,झपट्टा मारना
Pounce (on),verb,लूटना
Plunder,verb,मरना (नष्ट होना)
Perish,verb,रुक जाना (आदत छोड़ना)
Can,verb,बिगाड़ना (और खराब करना)
Make worse,phrase,स्पेनवासी
Spaniard,noun,अनजान (बेखबर)
Unsuspecting,adjective,छुट्टी मनाने वाला
Vacationer,noun,अस्थिर (डगमगाता)
Shaky,adjective,बुनियादी ढांचा
Infra,noun,आकर्षण केंद्र
Hotspot,noun,जनसमूह
Masses,noun,गारंटी देना
Vouch,verb,सतर्क रहना (पीछे देखते रहना)
Look over my shoulder,phrase,पीछा करने वाला
Stalker,noun,अनुचित स्पर्श करना
Grope (in),verb,शरणस्थल
Haven,noun,त्रासदी
Tragedy,noun,वीर (साहसी)
Valiant,adjective,सामान्य बात
Par for the course,phrase,विरोध का शोर
Outcry,noun,पीड़ा (यातना)
Torment,noun,प्रसार (व्यापकता)
Prevalence,noun,बाहर चले जाना (विरोधस्वरूप)
Walk out,phrasal verb,खतरा
Hazard,noun,छिपकर घूमना
Lurk,verb,अजनबी
Stranger,noun,जगमगाता हुआ
Lit,adjective,अनुमान लगाना
Infer,verb,गड़बड़ी (अव्यवस्था)
Mess,noun,अज्ञानता
Ignorance,noun,जानबूझकर किया गया
Wilful,adjective,दयनीय स्थिति
Sorry state of affairs,phrase,दलदली भूमि
Marshland,noun,दलदल (उलझन)
Morass,noun,आघात (सदमा)
Trauma,noun,गंदगी
Squalor,noun,भड़कीला (दिखावटी)
Showy,adjective,ठहराव
Stagnation,noun,पालन (अनुपालन)
Observance,noun,समय की मांग
The need of the hour,phrase,बाहरी इलाका
Outskirt,noun,फेंक देना
Throw away,phrasal verb,रसीला (स्वादिष्ट)
Luscious,adjective,नाक से आवाज़ निकालना
Snort,verb,कुतरना
Nibble,verb,गांठदार
Knobby,adjective,झुर्रीदार
Wrinkled,adjective,स्त्री-द्वेष
Misogyny,noun,अविश्वास
Incredulity,noun,संघ (गठबंधन)
Union,noun,अंतरिम जमानत
Interim bail,noun,लैंगिक असंवेदनशीलता
Gender insensitivity,noun,सर्वोच्च न्यायालय
The apex court,noun,लैंगिक संवेदनशीलता जागरूकता
Gender sensitisation,noun,वादा पूरा करना
Live up to one’s promise,phrase,जड़ से उखाड़ना
Root out,phrasal verb,लैंगिक भेदभाव
Sexism,noun,सूची में शामिल (कार्यरत)
On the rolls,phrase,बहाल करना
Reinstate,verb,गर्भपात (सहज)
Miscarriage,noun,हटाया जाना (पद से)
Ouster,noun,समाप्ति
Termination,noun,हस्तक्षेप करना
Step in,phrasal verb,लैंगिक रूढ़िवादिता
Gender stereotyping,noun,मातृत्व
Maternity,noun,मातृत्व (मां बनना)
Motherhood,noun,अविश्वसनीय (अद्भुत)
Incredible,adjective,जयजयकार करना
Hurrah,verb,तेज़ी से बढ़ना
Snowball,verb,तर्कसंगत
Rational,adjective,आधुनिकीकरण करना (पुराने में नया जोड़ना)
Retrofit,verb,अव्यवस्थित रूप से
Pell-mell,adjective,कैब बुलाने वाली सेवा
Ride-hailing service,noun,अलचीला (कम बदलने वाला)
Inelastic,adjective,बढ़ाना
Up,verb,अनुकूलतम बनाना
Optimise,verb,संपन्न (धनी)
Well-heeled,adjective,रामबाण समाधान
Silver bullet,phrase,कठिनाइयां और संघर्ष
Trials and tribulations,noun,प्रसन्न
Glad,adjective,ईश्वर (दिव्यता)
The Divine,noun,आकर्षित होना
Gravitate,verb,युग (अनंत काल)
Aeon,noun,पुनर्जन्म (आत्मा का प्रवास)
Transmigration,noun,तड़पना (चाहना)
Yearn,verb,एकत्व
Oneness,noun,प्रेरित करना (उकसाना)
Exhort (to),verb,इसके विपरीत
Vice versa,noun,आदिम (प्राचीन)
Primitive,adjective,यंत्रीकरण
Mechanisation,noun,अंतर्मुखता
Inwardness,noun,आदर्श स्थान (काल्पनिक)
Utopia,noun,तरसना
Long for,phrasal verb,अंदर जाना (गहराई में)
Go in,phrasal verb,पुनर्जीवित करना
Revitalise,verb,थकान (परिश्रम)
Exertion,noun,परिवेश
Milieu,noun,रजोनिवृत्ति
Menopause,noun,पटकथा (योजना)
Script,noun,अचानक गर्मी लगना (रजोनिवृत्ति लक्षण)
Hot flash,noun,रिसना (व्याप्त होना)
Seep,into,के मिश्रण में
In a mix of,phrase,अनभिज्ञ
Unversed,adjective,स्वीकृति (समर्पण भाव)
Resignation,noun,स्वाभाविक रूप से
Inherently,adverb,अक्षमता
Incompetence,noun,अतिभावुक (उन्मादी)
Hysterical,adjective,किशोरावस्था
Puberty,noun,शांत (धीमी आवाज़)
Hushed,adjective,उत्कृष्टता हासिल करना
Excel (at),verb,लाभ प्राप्त करना
Reap,verb,अनेक (विविध)
Manifold,adjective,क्षेत्र (परिधि)
Sphere,noun,पुनः स्फूर्ति लाना
Rejuvenate,verb,सहारा (प्रोत्साहन)
Wind beneath someone’s wings,phrase,बाहर जाने वाला
Outbound,adjective,जहाज़ी बेड़ा
Fleet,noun,लंबी दूरी का
Long-haul,adjective,शामिल होना (चलन में)
Join the party,phrase,फुर्ती
Nimbleness,noun,जनशक्ति
Manpower,noun,डाओ सूचकांक
The Dow,noun,सुधार (उछाल)
Upturn,noun,बल देना (उत्साहित करना)
Buoy,verb,आशावादी
Optimistic,adjective,निवेश करना (डालना)
Pour,verb,घटाना (कम करना)
Scale down,phrasal verb,प्रभाव डालना
Have a bearing on,phrase,बदलाव
Shift,noun,नौवहन (मार्गदर्शन)
Navigation,noun,क्वाड (चार देशों का गठबंधन)
Quad,noun,समझौता ज्ञापन (MoU)
Memorandum of Understanding (MoU),noun,आदान-प्रदान
Exchanges,noun,क्षेत्रीय व्यापक आर्थिक भागीदारी (RCEP)
Regional Comprehensive Economic Partnership (RCEP),noun,जनमत संग्रह
Referendum,noun,पुनः बुलाना (सभा)
Reconvene,verb,लाभ उठाना
Ride (for),verb,अतिरिक्त शुल्क
Surcharge,noun,धब्बा (कलंक)
Taint,noun,असंयमित (अत्यधिक)
Intemperate,adjective,फंसाना (दोष में)
Implicate,verb,कथित
Purported,adjective,पेश करना (प्रस्ताव)
Proffer,verb,विभाजन (फूट)
Schism,noun,अंतराल (विराम)
Interlude,noun,आगे ले जाना
Take forward,phrase,नज़रअंदाज़ करना (इच्छा से)
Wish away,phrasal verb,रुख (मुद्रा)
Posturing,noun,संघर्ष करना (दबाव में)
Reel under,phrasal verb,सुसज्जित करना
Arm,verb,पूर्वशर्त
Precondition,noun,पोप (धर्मगुरु)
Pope,noun,कट्टर (अडिग)
Maximalist,adjective,असुरक्षा (अस्थिरता)
Precarity,noun,आगे बढ़ना (प्रगति)
Gain ground,phrase,घुसपैठ (आक्रमण)
Incursion,noun,अल्प (सीमित)
Scant,adjective,दावा जताना
Stake out,phrasal verb,बढ़त (प्रभुत्व)
Upper hand,noun,अब निर्णय दूसरे पर है
The ball is in someone’s court,phrase,पतला करना (कमज़ोर करना)
Water down,phrasal verb,उकसाना
Instigate,verb,अस्वीकार करना (वीटो)
Veto,verb,दूत
Envoy,noun,सुझाव (योगदान)
Input,noun,ग्रे-सूची (निगरानी सूची)
Greylist,noun,बहुआयामी
Multi-pronged,adjective,हर सूत्र का पीछा करना
Follow all the thread,phrase,गोली मारकर हत्या करना
Gun down,phrasal verb,दावा करना
Profess,verb,अधीन करना
Subjugate,verb,सैन्यवाद
Militarism,noun,विद्रोही
Insurgent,noun,समाप्त करना (बुझाना)
Extinguish,verb,माओवाद
Maoism,noun,समर्थन में खड़े होना
Stand up for,phrasal verb,वास्तविक (सच्चा)
Veritable,adjective,तेज़ गिरावट
Free fall,noun,विदेशी पोर्टफोलियो निवेशक (FPI)
Foreign portfolio investor (FPI),noun,नियंत्रित (रोका हुआ)
Stemmed,adjective,व्यापारिक व्यापार घाटा
Merchandise trade deficit,noun,ला नीना (जलवायु प्रभाव)
La Niña,noun,अनुचित रूप से
Unduly,adverb,अनुमान लगाना (आगे बढ़ाकर)
Extrapolate,verb,नज़रअंदाज़ करना
Shrug off,phrasal verb,प्रयास कम करना
Take one’s foot off the pedal,phrase,वृहद-आर्थिक स्थिरता
Macroeconomic stability,noun,रोकना (बाधा डालना)
Inhibit,verb,अनिद्रा
Insomnia,noun,उत्पन्न होना (से)
Stem (from),verb,अत्यधिक सोच-विचार
Rumination,noun,तौलना (विचार करना)
Weigh,verb,फायदे और नुकसान
The pros and cons,phrase,अतार्किक
Irrational,adjective,गतिरोध (जाम)
Gridlock,noun,निर्दोष (त्रुटिरहित)
Flawless,adjective,अनुरूप (के अनुसार)
In keeping with,phrase,अनुकरणीय
Exemplary,adjective,के माध्यम से
Via,preposition,श्रेय लेना
Take credit,phrase,तुच्छ राशि
Pittance,noun,व्यवहार्य
Feasible,adjective,अंधेरे में रखा गया (बेखबर)
Left in the dark,phrase,पर निर्भर रहना
Rely,on,मुक्त (छूट प्राप्त)
Exempted,adjective,तुरंत (बिना देरी)
Summarily,adverb,सुखदायक
Reassuring,adjective,आवरण (बहाना)
The fig leaf,noun,डटे रहना
Stay the course,phrase,आमना-सामना
Face off,noun,नारेबाज़ी
Sloganeering,noun,बंधक बनाना
Hold hostage,phrase,अगली शुरुआत में अधिक कटौती
Front loading,noun,मौद्रिक नरमी
Monetary easing,noun,दीर्घ-अवधि औसत
The long-period average,noun,नियंत्रण में रखना
Keep under check,phrase,समय-सीमा (क्षितिज)
Horizon,noun,अत्यधिक प्रयास करना
Go to a great length,phrase,सूक्ष्म (सावधान)
Meticulous,adjective,सर्वांगीण (संतुलित)
Well-rounded,adjective,गुप्त (गोपनीय)
Hush-hush,adjective,प्रचलित (मुख्यधारा)
Mainstream,adjective,भर देना (संस्कार डालना)
Instill,verb,नकल करना
Imitate,verb,आपस में जोड़ना
Intertwine,verb,पुनः कथन
Restatement,noun,के अनुसार जीना
Live by,phrasal verb,पक्षपाती
Partisan,adjective,पूर्वाग्रह
Prejudice,noun,आंतरिक जांच
In-house inquiry,noun,ढंकना (छिपाना)
Shroud,verb,कठघरे में
In the dock,phrase,तोड़फोड़ करना
Sabotage,verb,एकतरफ़ा तरीके से
Unilaterally,adverb,पुनः बातचीत करना
Renegotiate,verb,अस्वीकार करना
Rebuff,verb,प्रस्ताव (पहल)
Overture,noun,संशयी
Sceptical,adjective,आरंभ करना (नई शुरुआत)
Usher in,phrasal verb,शाश्वत
Eternal,adjective,पकड़ना (फंदे से)
Lasso,verb,बेचैनी
Restlessness,noun,आत्म-भोग
Indulgence,noun,अनुयायी (भक्त)
Votary,noun,आत्मा का बंधन
Soul-bondage,noun,आसान सुखमय राह
Moss-soft lane,noun,भौतिकवादी जीवन
Materialistic life,noun,मानवजाति
Mankind,noun,पोषण
Nourishment,noun,भौतिक गरीबी
Material poverty,noun,आध्यात्मिक दरिद्रता
Spiritual poverty,noun,मृगतृष्णा (भ्रम)
Will-o'-the-wisp,noun,दास
Slave,noun,अमर
Immortal,adjective,पर्दा (आवरण)
Veil,noun,भ्रामक
Illusive,adjective,चंचल (अस्थिर)
Fickle,adjective,नैतिकता
Morality,noun,रोना
Weep,verb,शोक मनाना
Grieve,verb,ज्ञानी लोग
The wise,noun,स्वयं द्वारा उत्पन्न
Self-inflicted,adjective,कर-मुक्त
Tax-exempt,adjective,हस्तक्षेपकारी
Intrusive,adjective,भारी (बड़ा)
Hefty,adjective,प्रत्यक्ष (कथित)
Ostensible,adjective,वामपंथी
Leftwing,adjective,मन में पालना (भावना)
Nurse,verb,आइवी लीग (प्रतिष्ठित विश्वविद्यालय समूह)
The Ivy League,noun,उदार (दानशील)
Generous,adjective,प्रभाव (वज़न)
Heft,noun,अधिक समय तक टिकना
Outlast,verb,प्रचलन में शामिल होना
Join the stream,phrase,स्वयं जारी रहने वाला
Self-perpetuating,adjective,तख्तापलट
Coup,noun,कुख्यात
Notorious,adjective,खोया हुआ स्थान पुनः पाना
Regain ground,phrase,शक्तिशाली (प्रभावी)
Potent,adjective,घेराबंदी करना
Lay siege to,phrase,गढ़ (मज़बूत ठिकाना)
Stronghold,noun,संक्रमणकालीन
Transitional,adjective,अनदेखा करना (जानबूझकर)
Turn a blind eye,phrase,अंधाधुंध
Indiscriminate,adjective,आपस में लड़ने वाला
Warring,adjective,मिलकर (सामंजस्य से)
In concert,phrase,के परिणामस्वरूप
In the aftermath of,phrase,भयानक (डरावना)
Gruesome,adjective,जघन्य
Heinous,adjective,बहुलता (विविधता)
Plurality,noun,प्रतिनिधित्व करना
Stand for,verb,गंभीरता से
Grievously,adverb,अशांत (उथल-पुथल भरा)
Tumultuous,adjective,पुनः घटित होना
Recur,verb,उग्रवाद
Militancy,noun,निकास (माध्यम)
Outlet,noun,क्रांतिकारी (उग्र)
Radical,adjective,अनुकूलन (सुधार)
Optimisation,noun,अत्यंत गर्म
Sweltering,adjective,अवधि (समय)
Spell,noun,तेज़ी से बहना
Sweep,verb,जलयुक्त (तरोताज़ा)
Hydrated,adjective,लू लगना
Heatstroke,noun,बिजली कटौती
Outage,noun,वाष्पीकरण
Evaporation,noun,गर्मी-सहनशील
Heat-resilient,adjective,बिगाड़ना
Mar,verb,एकजुटता
Solidarity,noun,निरस्तीकरण
Revocation,noun,के संबंध में
Regarding,preposition,नाचो (रूपक अर्थ में)
Nacho,noun,उपयुक्त (सही समय पर)
Opportune,adjective,उदीयमान (नवजात)
Nascent,adjective,प्रस्तुत करना (सुझाव)
Pitch,verb,जोड़ना (एकीकृत करना)
Plug (into),verb,सुगम बनाना
Smoothen,verb,राय देना
Weigh in,phrasal verb,पसंदीदा
Fancied,adjective,विदेशी (समुद्रपार का)
Offshore,adjective,नमूना (खाका)
Template,noun,अधिक स्थिर स्थिति में
On a surer footing,phrase,दांव लगाना
Bet,verb,खीर (मीठा व्यंजन)
Payasam,noun,विक्रेता
Vendor,noun,इकट्ठा होना (भीड़ में)
Huddle,verb,धड़कना (ज़ोर से)
Thump,verb,चुपके से
Furtively,adverb,ज़ोरदार ढंग से
Vehemently,adverb,अनियंत्रित (उपद्रवी)
Unruly,adjective,चेहरा सिकोड़ना
Screw up,phrasal verb,अब जा सकते हैं
Off you go,phrase,आनंद लेना
Have a good time,phrase,चेहरा पीला पड़ना
The colour drain from someone’s face,phrase,टुकड़े-टुकड़े कर देना
Tear something to shred,phrase,आँख मारना
