word,pos,hindi
Chart one’s own course,phrase,अपना रास्ता खुद तय करना
As far as –––––––––– are concerned,phrase,के संबंध में
Downturn,noun,मंदी
Cast a shadow,phrase,प्रभाव डालना
Decisively,adverb,निर्णायक रूप से
Assertive,adjective,दृढ़
Categorise,verb,वर्गीकृत करना
Apportion,verb,बाँटना
Commentary,noun,विश्लेषण
Antisemitism,noun,यहूदी-विरोध
Biblical,adjective,विशाल
Bandit,noun,डाकू
Certainly,adverb,निश्चित रूप से
Disengagement,noun,अलगाव
A stumbling block,noun,बाधा
Calibrated,adjective,सुनियोजित
Advisory,noun,परामर्श
Deceased,adjective,मृत
A gender trope,noun,रूढ़िबद्ध लैंगिक चित्रण
Criteria,noun,मानदंड
Beset (with),adjective,पीड़ित
Cadaveric,adjective,शव संबंधी
Dietary,adjective,आहार संबंधी
A balanced diet,noun,संतुलित आहार
Documented,adjective,दर्ज
Coronary heart disease,noun,हृदय रोग
Dessert,noun,मिठाई
Cocktail,noun,मिश्रण
Build-up,noun,संचय
Anecdotally,adverb,किस्सों के आधार पर
Emperor,noun,सम्राट
Enterprising,adjective,उद्यमशील
Archaeologist,noun,पुरातत्वविद्
Context,noun,संदर्भ
Chronic,adjective,पुराना/स्थायी
Dutifully,adverb,कर्तव्यपूर्वक
Cliché,verb,घिसी-पिटी बात
A dead-end,noun,गतिरोध
Detour,noun,चक्कर मार्ग
Breakneck,adjective,तेज़ और खतरनाक
Cripple,verb,अपंग करना
Dangle,verb,लटकना
Born out,phrasal verb,उत्पन्न होना
Annihilate,verb,नष्ट करना
Acutely,adverb,अत्यंत गंभीरता से
A bed of roses,phrase,आसान जीवन
Alien,adjective,विदेशी
Broke down,phrasal verb,विभाजित करना
Across the divides,phrase,मतभेदों को पाटते हुए
Deformation,noun,विरूपण
Dawn-dusk,adjective,सूर्योदय-सूर्यास्त
Couple,verb,जोड़ना
Calve rate,noun,हिमखंड टूटने की दर
Data throughput,noun,डेटा प्रवाह दर
Authorise,verb,अधिकृत करना
Distrust,noun,अविश्वास
Differ,verb,भिन्न होना
Consistently,adverb,लगातार
Demilitarisation,noun,निःशस्त्रीकरण
Dominant,adjective,प्रभावशाली
A hollowing out,phrase,क्षरण
Effervescent,adjective,उत्साही
At the heels of,phrase,पीछे-पीछे
Break into,phrasal verb,प्रवेश करना
Embark (on),verb,शुरू करना
Diligently,adverb,परिश्रमपूर्वक
Attend (to),verb,ध्यान देना
Edifice,noun,भवन
Crash down,phrasal verb,ढह जाना
Eatery,noun,भोजनालय
Eating out,noun,बाहर भोजन करना
Distortion,noun,विकृति
Cephalic phase,noun,पाचन का प्रारंभिक चरण
Doggy bag,noun,बचे भोजन का पैकेट
Comprehensive Economic and Trade Agreement (CETA),noun,व्यापक आर्थिक व्यापार समझौता
Duty-free,adjective,शुल्क-मुक्त
A zero-sum game,phrase,शून्य-योग खेल
Ample,adjective,पर्याप्त
Concede (to),verb,समर्पण करना
Activist,noun,कार्यकर्ता
Consensual,adjective,सहमति से
Amicus curiae,noun,न्यायालय मित्र
Consenting,adjective,सहमत
Codify,verb,संहिताबद्ध करना
Compel,verb,मजबूर करना
Derive,verb,प्राप्त करना
Discrimination,noun,भेदभाव
Benchmark repo rate,noun,मानक रेपो दर
Broadbased,adjective,व्यापक
Analyst,noun,विश्लेषक
Deviate,verb,भटकना
Cloud burst,noun,मूसलाधार बारिश
Cause havoc,phrase,तबाही मचाना
Crumbling,adjective,जीर्ण-शीर्ण
Drainage,noun,जल निकासी
Downpour,noun,मूसलाधार बारिश
Computing,adjective,संगणकीय
Addict (to),verb,लत लगाना
Addiction,noun,लत
Against this backdrop,phrase,इस पृष्ठभूमि में
Draw a line,phrase,सीमा तय करना
About-turn,adjective,पूर्ण उलटफेर
Convincing,adjective,प्रेरक
Broadly,adverb,सामान्यतः
Assumption,noun,धारणा
Dry sorbent injection,noun,वायु प्रदूषण नियंत्रण तकनीक
Amount to,phrasal verb,बराबर होना
Cynical,adjective,संशयवादी
Boost,verb,बढ़ावा देना
Direct tax,noun,प्रत्यक्ष कर
Bodes well,phrase,शुभ संकेत देना
Crucially,adverb,मुख्यतः
Attitude,noun,दृष्टिकोण
Bench,noun,न्यायपीठ
Acknowledgement,noun,स्वीकृति
Enormity,noun,विशालता
Competent,adjective,सक्षम
Climber,noun,पर्वतारोही
Encouragement,noun,प्रोत्साहन
Deglobalisation,noun,वैश्वीकरण-विरोधी प्रवृत्ति
Brook,verb,सहन करना
Egregious,adjective,घोर
Colonial-era,adjective,औपनिवेशिक युग का
Disaffection,noun,असंतोष
Construe,verb,व्याख्या करना
Endangering,adjective,खतरे में डालने वाला
Abuse,noun,दुरुपयोग
Defiant,adjective,अवज्ञाकारी
Destabilisation,noun,अस्थिरीकरण
Debris,noun,मलबा
Engulf,verb,घेर लेना
Cloudburst,noun,मूसलाधार बारिश
Computation,noun,गणना
Commiseration,noun,सहानुभूति
Conducive,adjective,अनुकूल
Come as no surprise,phrase,अपेक्षित होना
Budge,verb,हिलना
Doubly,adverb,दोगुना
Catch in the crossfire,phrase,फंस जाना
Bilaterals,noun,द्विपक्षीय मुकाबले
Be in the shadow,phrase,छाया में रहना
Continental,adjective,महाद्वीपीय
Cast light on,phrase,स्पष्ट करना
Cohort,noun,समूह
Coach,verb,प्रशिक्षित करना
Docking,noun,जुड़ाव
Displease,verb,नाराज़ करना
Belch,verb,डकार
At someone’s expense,phrase,किसी की कीमत पर
Comply,verb,पालन करना
Electoral roll,noun,मतदाता सूची
Empirical,adjective,अनुभवजन्य
Archive,noun,अभिलेखागार
Discomfort,noun,बेचैनी
Antique,adjective,पुरातन
Connoisseur,noun,पारखी
Curiosity,noun,जिज्ञासा
Arouse,verb,जगाना
Emissary,noun,दूत
Cowardly,adverb,कायरतापूर्वक
Coward,adjective,कायर
Chirping,noun,चहचहाहट
Cricket,noun,झींगुर
Dwelling,noun,आवास
Contentedly,adverb,संतोषपूर्वक
At the crack of dawn,phrase,भोर होते ही
Bridle,noun,लगाम
Accost,verb,सामना करना
Alarm,verb,डराना
Bewilder,verb,हैरान करना
Banish,verb,निष्कासित करना
Chick,noun,चूजा
By far,phrase,निःसंदेह
Call it quits,phrase,छोड़ देना
Clamber,verb,मुश्किल से चढ़ना
Creep,verb,चुपके से चलना
Bang (on),verb,जोर से पीटना
Battered,adjective,पीटा हुआ
Devour,verb,निगल जाना
Bundle up,phrasal verb,बांधना
Backyard,noun,पिछवाड़ा
Curse,noun,अभिशाप
Apology,noun,माफी
Curtly,adverb,रूखेपन से
Disgust,noun,घृणा
Codger,noun,बूढ़ा व्यक्ति
Behold,verb,देखना
Enquire,verb,पूछताछ करना
Burn down,phrasal verb,जलकर राख होना
Draw near,phrase,निकट आना
Burly,adjective,हृष्ट-पुष्ट
Charity,noun,दान
Blow off,phrasal verb,उड़ा देना
Bribe,noun,रिश्वत
Curio,noun,दुर्लभ वस्तु
Break up,phrasal verb,टूट जाना
Drop down,phrasal verb,गिरना
Borrow,verb,उधार लेना
Entertain,verb,मनोरंजन करना
Deserted,adjective,वीरान
Draw out,phrasal verb,बाहर निकालना
Bluff,verb,धोखा देना
Defaulter,noun,चूककर्ता
Compensatory,adjective,क्षतिपूरक
Curtail,verb,कम करना
Draw a clear line,phrase,स्पष्ट सीमा तय करना
Compensate,verb,क्षतिपूर्ति करना
Conflict,verb,टकराना
Apex court,noun,सर्वोच्च न्यायालय
Determine,verb,निर्धारित करना
Aetiology,noun,रोग कारण विज्ञान
Date back to,phrase,से चला आना
Compliant,adjective,अनुपालनशील
Constant,adjective,निरंतर
Bring to mind,phrase,याद दिलाना
Enactment,noun,अधिनियमन
Come at the expense of,phrase,की कीमत पर होना
Contagious,adjective,संक्रामक
Booster shot,noun,टीके की अतिरिक्त खुराक
Belatedly,adverb,देर से
Employer,noun,नियोक्ता
Cast a net,phrase,उपयुक्त विकल्प खोजना
Absorbed,adjective,समाहित
Autonomous,adjective,स्वायत्त
Drenched,adjective,भीगा हुआ
Back away,phrasal verb,पीछे हटना
Cradle,noun,पालना
Cockpit voice recorder,noun,कॉकपिट ध्वनि रिकॉर्डर
Baseless,adjective,निराधार
Denial,noun,इनकार
Disaster,noun,आपदा
Clear the fog,phrase,स्पष्ट करना
Ends meet,phrase,गुजारा चलाना
Condole,verb,शोक व्यक्त करना
Draft,verb,भर्ती करना
Dreadful,adjective,भयानक
Desert,noun,मरुस्थल
Bare earth,noun,खुली भूमि
Doze off,phrasal verb,झपकी लेना
Archipelago,noun,द्वीपसमूह
Courtesy visitor,noun,पर्यटक-जनित कचरा
A double-whammy,phrase,दोहरा झटका
Disperse,verb,बिखेरना
Cruelty,noun,क्रूरता
Behind closed doors,phrase,गुप्त रूप से
Dowry,noun,दहेज
Abusive,adjective,अपमानजनक
Brave,adjective,बहादुर
Countless,adjective,अनगिनत
Behind curtained windows,phrase,निजता में
Amiss,adjective,गड़बड़
Cherished,adjective,प्रिय
Deterioration,noun,गिरावट
Co-operation,noun,सहयोग
Code of conduct,noun,आचार संहिता
Enhanced,adjective,उन्नत
Caravan,noun,काफिला
Come upon,phrasal verb,खोज लेना
Emanate (from),verb,उत्पन्न होना
Alimony,noun,गुजारा भत्ता
Claimant,noun,दावेदार
Dissolution,noun,विघटन
By their account,phrase,उनके अनुसार
A single hand can’t clap,phrase,दोनों पक्ष समान रूप से जिम्मेदार
Crop up,phrasal verb,उभरना
Cognisant,adjective,जागरूक
Aspire (to),verb,लक्ष्य रखना
Clogged,adjective,अवरुद्ध
Differential parking rate,noun,परिवर्तनशील पार्किंग शुल्क
Almighty,noun,सर्वशक्तिमान
Enamoured (with),adjective,मोहित
Disciple,noun,शिष्य
Conspicuously,adverb,स्पष्ट रूप से
Cursory,adjective,सतही
Cascade,noun,झरना
Awkwardness,noun,असहजता
Brush aside,phrasal verb,नज़रअंदाज़ करना
Empathise,verb,सहानुभूति रखना
Attune,to,अनुकूल बनाना
Bring someone into fold,phrase,शामिल करना
Boldly,adverb,साहसपूर्वक
Embarrassment,noun,शर्मिंदगी
Candidly,adverb,स्पष्टतः
Aberration,noun,विचलन
Bystander,noun,दर्शक
Astuteness,noun,कुशाग्रता
Codeshare arrangement,noun,कोडशेयर व्यवस्था
Acquisition,noun,अधिग्रहण
Aviation,noun,विमानन
Claw back,phrasal verb,पुनः प्राप्त करना
Come in handy,phrase,उपयोगी साबित होना
Catch up,phrasal verb,बराबरी करना
Accelerated,adjective,त्वरित
Conclusion,noun,निष्कर्ष
Basket,noun,समूह
Codeshare agreement,noun,कोडशेयर समझौता
Division,noun,विभाजन
Book-end,verb,घेरना
Better off,phrasal verb,अधिक संपन्न
A slew of,phrase,बहुत सारे
Come handy,phrase,उपयोगी होना
Diplomat,noun,राजनयिक
Blunder,noun,बड़ी गलती
Discreet,adjective,सावधान
Deepening,adjective,गहराता हुआ
Dithering,noun,हिचकिचाहट
Be on the back foot,phrase,रक्षात्मक स्थिति में होना
Discernibly,adverb,स्पष्ट रूप से
Barrage,noun,बौछार
A Hobson’s choice,phrase,मजबूरी का विकल्प
Attritional war,noun,थकावट भरा युद्ध
Condolence,noun,शोक संदेश
Abhorrent,adjective,घृणित
Critical (of),adjective,आलोचनात्मक
Apprehend,verb,गिरफ्तार करना
Dead-end,noun,गतिरोध
Contiguous,adjective,सटा हुआ
Anachronistic,adjective,पुराने ढंग का
Caught in the crossfire,phrase,बीच में फंसना
A shade,phrase,थोड़ा सा
Depletion,noun,कमी
Bugbear,noun,चिंता का विषय
Draw conclusion,phrase,निष्कर्ष निकालना
Disguise,verb,छिपाना
Drain,verb,समाप्त करना
Allocate,verb,आवंटित करना
Entitled,adjective,हकदार
Arrear,noun,बकाया
Disclaimer,noun,अस्वीकरण
Broker,verb,मध्यस्थता करना
Categorical,adjective,स्पष्ट
Disprove,verb,गलत सिद्ध करना
Design,noun,योजना
Covert,adjective,गुप्त
Cognisant (of),adjective,अवगत
Edge (lower),verb,धीरे से घटना
All work and no play makes Jack a dull boy,phrase,"केवल काम, कोई मनोरंजन नहीं हानिकारक"
Companion,noun,साथी
Asset,noun,संपत्ति
Bind upon,phrasal verb,बाध्य करना
Concerned,preposition,संबंधित
A foot in the door,phrase,शुरुआती मौका
Collegium,noun,न्यायाधीश समिति
(be) wary (of),adjective,सतर्क रहना
Compliant (with),adjective,अनुरूप
Demolish,verb,ध्वस्त करना
Assassinated,adjective,हत्या किया गया
Axis of Resistance,noun,प्रतिरोध गठबंधन
Chilling,adjective,भयावह
Cling (to),verb,मजबूती से पकड़े रहना
Abhor,verb,घृणा करना
Boil down,phrasal verb,संक्षेप में आना
Enthrone,verb,सिंहासन पर बिठाना
Changelessness,noun,अपरिवर्तनीयता
Delusion,noun,भ्रम
Defund,verb,वित्तपोषण रोकना
Antisemitic,adjective,यहूदी-विरोधी
Break out,phrasal verb,अचानक शुरू होना
Borne out,phrasal verb,पुष्टि होना
Entrant,noun,नवागंतुक
Cutback,noun,कटौती
Coincidence,noun,संयोग
Descent,noun,गिरावट
Anarchy,noun,अराजकता
A New Dawn,noun,नई शुरुआत
Accuse,verb,आरोप लगाना
Cold blood,noun,निर्दयता
By-product,noun,उपोत्पाद
Bereft (of),adjective,रहित
Curb (on),noun,प्रतिबंध
Citizenry,noun,नागरिकगण
Brace (for),verb,तैयार होना
Blistering,adjective,अत्यंत तेज़/गर्म
Distort,verb,विकृत करना
Deal (with),verb,निपटना
Adaptation measure,noun,अनुकूलन उपाय
Cut back on,phrase,कम करना
Buy-in,noun,सहमति
Clever,adjective,चतुर
Catch someone red-handed,phrase,रंगे हाथों पकड़ना
Breeze,noun,हवा
Caress,verb,सहलाना
Brush,verb,संवारना
Blew away,phrasal verb,उड़ जाना
Anticipated,adjective,प्रत्याशित
Alumni,noun,पूर्व छात्र
Entrepreneurial,adjective,उद्यमशील
Burst into tears,phrase,अचानक रो पड़ना
Baggage,noun,बोझ
Eloquence,noun,वाक्पटुता
Brevity,noun,संक्षिप्तता
Brooding,noun,चिंतन करना
Embark upon,phrasal verb,आरंभ करना
Blooming,noun,फलता-फूलता
Abruptly,adverb,अचानक से
Entitlement,noun,अधिकार
Crucify,verb,कड़ी सजा देना
Callousness,noun,निर्दयता
Beneath,preposition,नीचे
Anxious,adjective,चिंतित
Elevate,verb,ऊपर उठाना
Diagnose,verb,निदान करना
Empowered,adjective,सशक्त
Cater to,verb,पूरा करना
Directive,noun,आदेश
Decorum,noun,शिष्टाचार
Blissfully,adverb,प्रसन्नतापूर्वक
Blinkered,adjective,संकीर्ण सोच वाला
Allege,verb,आरोप लगाना
Benevolent,adjective,दयालु
Eat out,phrasal verb,बाहर खाना खाना
Deference,noun,सम्मान
Acknowledgment,noun,स्वीकृति
Coastline,noun,तटरेखा
Condemnable,adjective,निंदनीय
Chicken's neck,noun,सिलीगुड़ी गलियारा
Advocacy,noun,पैरवी
BIMSTEC,noun,बिम्सटेक संगठन
Constrain,verb,सीमित करना
At this juncture,phrase,इस मोड़ पर
Closure,noun,समापन
Doxing,noun,निजी जानकारी सार्वजनिक करना
Byword,noun,प्रतीक
Cyberbullying,noun,ऑनलाइन उत्पीड़न
Disinformation,noun,गलत सूचना
Apparel,noun,पोशाक
Douse,verb,बुझाना
Augur well,phrase,शुभ संकेत देना
Efficacy,noun,प्रभावकारिता
Draw a lesson from,phrase,सबक लेना
Deflect,verb,मोड़ना
Cash-dispensing machine,noun,एटीएम मशीन
Climb,verb,बढ़ना
Denomination,noun,मूल्यवर्ग
Crave,verb,तीव्र इच्छा रखना
Egoistic,adjective,स्वार्थी
Distance,verb,दूरी बनाना
Arrogantly,adverb,अहंकारपूर्वक
Anti-Patriarchy,noun,पितृसत्ता-विरोधी
Embed (in),verb,में समाहित करना
Dogma,noun,मत/सिद्धांत
Dilution,noun,कमजोरी
Artificial,adjective,कृत्रिम
Assaulter,noun,हमलावर
All-encompassing,adjective,व्यापक
At play,phrase,क्रियाशील
Clime,noun,जलवायु क्षेत्र
Birch,noun,एक वृक्ष प्रजाति
Chirp,verb,चहचहाना
Bough,noun,शाखा
Acorn,noun,बलूत का फल
Chip in,verb,योगदान देना
Berry,noun,बेरी फल
At long last,phrase,बहुत देर बाद
Clientele,noun,ग्राहक वर्ग
Cumulatively,adverb,सम्मिलित रूप से
Bearable,adjective,सहनीय
As things stand now,phrase,फिलहाल
Analogy,noun,समानता
Capital infusion,noun,पूंजी निवेश
Broaden,verb,विस्तृत करना
A step up,noun,उन्नति
Disturbing,adjective,परेशान करने वाला
Decent,adjective,उचित/सम्मानजनक
A free hand,phrase,पूर्ण स्वतंत्रता
Avatar,noun,रूप
Crimp on,phrasal verb,सीमित करना
Core inflationary pressure,noun,मूल मुद्रास्फीति दबाव
Cash reserve ratio,noun,नकद आरक्षित अनुपात
Enigma,noun,पहेली
Day break,phrase,भोर
Break journey,phrase,यात्रा रोकना
Bid a farewell to,phrase,विदा लेना
Bridge the gulf,phrase,खाई पाटना
Bad blood,phrase,आपसी दुश्मनी
At the last-minute,phrase,आखिरी क्षण में
Chuck,verb,फेंकना
Downstream energy project,noun,उत्पादन-पश्चात ऊर्जा परियोजना
Better-off,adjective,समृद्ध
Crowd out,phrasal verb,बाहर धकेलना
Dissatisfied,adjective,असंतुष्ट
Dissolve,verb,घुल जाना
By one’s count,phrase,अपने अनुमान से
Come to an end,phrase,समाप्त होना
Bound to end,phrase,निश्चित रूप से समाप्त होना
Contentment,noun,संतोष
Baking,adjective,तपता हुआ
Add weight to,phrase,समर्थन देना
Conform (to),verb,अनुरूप होना
Abnormality,noun,असामान्यता
Deserve,verb,योग्य होना
Comical,adjective,हास्यास्पद
Dogged,adjective,दृढ़/हठी
Centurion,adjective,शतकवीर
Admirably,adverb,प्रशंसनीय ढंग से
Call the shots,phrase,नियंत्रण रखना
Elbow out,phrasal verb,बाहर धकेलना
Engrossing,adjective,मनोरंजक
Choker,noun,दबाव में असफल होने वाला
Apartheid,noun,नस्लीय भेदभाव
Dejected,adjective,निराश
Composure,noun,संयम
Eerily,adverb,रहस्यमय ढंग से
Drudgery,noun,कठिन परिश्रम
Bootlegger,noun,तस्कर
At the fag end,phrase,अंतिम चरण में
Deceptively,adverb,भ्रामक रूप से
Acquit,verb,बरी करना
Add teeth to,phrase,मजबूत बनाना
Attractiveness,noun,आकर्षण
Concessional,adjective,रियायती
Custom duty,noun,सीमा शुल्क
Content (with),adjective,संतुष्ट
A tiny sliver of something,phrase,छोटा सा हिस्सा
Appliance,noun,उपकरण
Assassinate,verb,हत्या करना
Elevation,noun,उन्नयन
Doubting Thomases,phrase,संशयवादी लोग
Democratisation,noun,लोकतंत्रीकरण
Disunited,adjective,बिखरा हुआ
Ceaseless,adjective,निरंतर
Caught off-guard,phrase,अनजाने में पकड़ा जाना
Deal blow,phrasal verb,नुकसान पहुँचाना
Divisive,adjective,विभाजनकारी
Congested,adjective,भीड़भाड़ वाला
Asphyxiated,adjective,दम घुटा हुआ
Aggro,noun,परेशानी
Bear the brunt of,phrase,सबसे ज्यादा नुकसान झेलना
China's Entry-Exit Inspection and Quarantine,noun,चीन का आयात-निर्यात निरीक्षण विभाग
Drip irrigation system,noun,टपक सिंचाई प्रणाली
Pause,verb,रुकना
Symbolically,adverb,प्रतीकात्मक रूप से
Intervening hour,noun,मध्यवर्ती समय
Hospitalise,verb,अस्पताल भर्ती करना
Eyewitness,noun,चश्मदीद गवाह
Exhausted,adjective,थका हुआ
Merge,verb,विलय करना
Set the stage for,phrase,मंच तैयार करना
Topple,verb,गिराना
Tawdry,adjective,भड़कीला
Thermal comfort,noun,तापीय आराम
Hydration facility,noun,जल सुविधा
Shield,verb,रक्षा करना
Privileged,adjective,विशेषाधिकार प्राप्त
Simulation,noun,अनुरूपण
Imitation,noun,नकल
Refine,verb,निखारना
Protocol,noun,प्रोटोकॉल
Intubation,noun,श्वास नली में नली डालना
In the works,phrase,तैयारी में
Must,noun,आवश्यकता
Well-regarded,adjective,सम्मानित
Remote,adjective,दूरस्थ
Unintended,adjective,अनजाने में हुआ
Off,preposition,निकट
Sink,verb,डूबना
Short-sighted,adjective,अदूरदर्शी
Tech-heavy,adjective,तकनीक-प्रधान
Induced,adjective,प्रेरित
Inevitability,noun,अनिवार्यता
Irrigation,noun,सिंचाई
Notwithstanding,preposition,के बावजूद
Woefully,adverb,अफ़सोसजनक रूप से
Procurement,noun,खरीद
Landed cost,noun,पहुँच लागत
Substitute,noun,विकल्प
Strategic,adjective,रणनीतिक
Misfire,noun,विफलता
Set back,phrasal verb,बाधित करना
Material losses,noun,भौतिक क्षति
Retaliatory,adjective,प्रतिशोधात्मक
Vaunted,adjective,प्रशंसित
Unconditional,adjective,बिना शर्त
Far-reaching,adjective,दूरगामी
Order,noun,व्यवस्था
In an otherwise,phrase,अन्यथा स्थिति में
Unipolar,adjective,एकध्रुवीय
Over-reliance,noun,अत्यधिक निर्भरता
Lay bare,phrase,उजागर करना
In the defence of,phrase,बचाव में
Projectile,noun,प्रक्षेप्य
Overthrow,verb,सत्ता उलटना
Escalatory,adjective,बढ़ती तीव्रता वाला
Nerve centre,noun,तंत्रिका केंद्र
Pre-empt,verb,पहले से रोकना
Measured,adjective,संतुलित
Resolute,adjective,दृढ़ निश्चयी
Play the double game,phrase,दोहरी चाल चलना
Under an umbrella of,phrase,आड़ में
Overt,adjective,खुला
Perennial,adjective,चिरस्थायी
Radicalised,adjective,कट्टरपंथी
The West,noun,पश्चिमी देश
Point out,phrasal verb,इंगित करना
Normalcy,noun,सामान्य स्थिति
Play into the hands of,phrase,शत्रु के हाथों में खेलना
Respite,noun,राहत
Indirect taxation,noun,अप्रत्यक्ष कराधान
Tally,verb,गिनना
Net,verb,अर्जित करना
Signify,verb,संकेत देना
Thin working capital,noun,न्यून कार्यशील पूँजी
Supervision,noun,निगरानी
Scramble,verb,जल्दबाज़ी करना
Re-alignment,noun,पुनर्गठन
Onerous,adjective,बोझिल
Trans-shipment,noun,पुनःपोतांतरण
Wrangle,verb,बहस करना
Grumble,verb,बड़बड़ाना
Soothingly,adverb,शांतिपूर्वक
Maid,noun,नौकरानी
Bow,verb,झुकना
Scoff,verb,उपहास करना
Meekly,adverb,विनम्रता से
One’s heart desires,phrase,मन की इच्छा
Grandly,adverb,शानदार ढंग से
So forth,phrase,इत्यादि
Foolish,adjective,मूर्खतापूर्ण
Granary,noun,अनाज भंडार
Firmly,adverb,दृढ़ता से
Point at,phrasal verb,इशारा करना
Merchant,noun,व्यापारी
Fabulously,adverb,अद्भुत ढंग से
Skeptics,noun,संशयवादी
Magnificent,adjective,भव्य
Wear,verb,पहनना
Mist,noun,धुंध
Wail,verb,विलाप करना
Of the sort,phrase,उस प्रकार का
Sage,noun,संत
Heap,noun,ढेर
Poke one’s head out of something,phrase,बाहर झाँकना
In time,phrase,समय के साथ
Edge,noun,किनारा
Reach conclusion,phrase,निष्कर्ष निकालना
Gulp,noun,घूँट
Trembling,adjective,काँपता हुआ
Pale,adjective,पीला
Whisper,verb,फुसफुसाना
In vain,phrase,व्यर्थ में
Puddle,noun,छोटा गड्ढा
In dismay,phrase,निराशा में
Give someone the second look,phrase,अनदेखा करना
Miserable,adjective,दुखी
Hermit,noun,वैरागी
Font,noun,स्रोत
Potion,noun,औषधि
Kindle,verb,प्रज्वलित करना
Lack,verb,अभाव होना
Whisker,noun,मूँछ के बाल
Bank,noun,नदी किनारा
Snarl,verb,गुर्राना
In course of time,phrase,समय के साथ
Timidly,adverb,डरते-डरते
Pat,verb,थपथपाना
Triumphantly,adverb,विजयी होकर
Gentleness,noun,कोमलता
Patience,noun,धैर्य
Savage,noun,क्रूर व्यक्ति
Turn over,phrasal verb,सोच-विचार करना
Instinct,noun,सहज बोध
Turn away,phrasal verb,मुँह मोड़ना
Tormentor,noun,सतानेवाला
Tyrant,noun,अत्याचारी
Subject,noun,प्रजा
Far and wide,phrase,दूर-दूर तक
Flea,noun,पिस्सू
Teach someone a lesson,phrase,सबक सिखाना
Roar,verb,दहाड़ना
Nestle,verb,दुबकना
Grain,noun,कण
Terrible,adjective,भयंकर
Temper,noun,मिज़ाज
Not sleep a wink,phrase,नींद न आना
Scrub,verb,रगड़कर साफ करना
Tuck,verb,खोंसना
Stinging,adjective,चुभने वाला
Pull something to pieces,phrase,टुकड़े-टुकड़े करना
Tear up,phrasal verb,फाड़ देना
Trace,verb,पता लगाना
Exterminate,verb,नष्ट करना
Irrepressible,adjective,अदम्य
Throne,noun,सिंहासन
Uncrowned,adjective,अनभिषिक्त
Molar,noun,दाढ़
Fall out,phrasal verb,गिर जाना
Humiliated,adjective,अपमानित
Grin,verb,मुस्कुराना
In delight,phrase,खुशी में
Intently,adverb,ध्यानपूर्वक
Mock,verb,उपहास करना
Ape,noun,वानर
Veterinarian,noun,पशु चिकित्सक
Intrigue,verb,आकर्षित करना
Stun,verb,चकित करना
Heart and soul,phrase,पूरे मन से
Rage,verb,क्रोधित होना
Movement,noun,आंदोलन
Seed,verb,आरंभ करना
Hub,noun,केंद्र
Soft power,noun,सॉफ्ट पावर
Inseparable,adjective,अविभाज्य
Impaired,adjective,बाधित
Symbolism,noun,प्रतीकवाद
Sanctuary,noun,शरणस्थल
Timeless,adjective,कालातीत
Theft,noun,चोरी
Large language model,noun,बड़ा भाषा मॉडल
Reckon (with),verb,सामना करना
Unaccountable,adjective,अनियंत्रित
Graphics processing units (GPU),noun,ग्राफिक्स प्रोसेसिंग यूनिट
Existentially,adverb,मौलिक रूप से
Heist,noun,डकैती
Wave,noun,लहर
Peel away,phrasal verb,अलग करना
Web-charged,adjective,इंटरनेट-प्रेरित
Short-charge,verb,कम भुगतान करना
Precarious,adjective,अस्थिर
Reluctance,noun,अनिच्छा
Market capitalisation,noun,बाज़ार पूँजीकरण
Synthesise,verb,संश्लेषित करना
Monetised,adjective,मुद्रीकृत
Pretend,verb,दिखावा करना
Victimless,adjective,निर्दोष
Hoover up,phrasal verb,बटोरना
To this end,phrase,इस उद्देश्य से
Flow back,phrasal verb,वापस लौटना
Walled garden,noun,बंद उद्यान (सीमित पहुँच)
Footnote,noun,पाद-टिप्पणी
Scrape,verb,निकालना (डेटा)
Trove,noun,संग्रह
Marked,adjective,स्पष्ट
Stand (at),verb,पर स्थित होना
Fragile,adjective,नाज़ुक
Socioeconomic,adjective,सामाजिक-आर्थिक
Social mobility,noun,सामाजिक गतिशीलता
Push the envelope,phrase,सीमाओं से आगे बढ़ना
Monk,noun,साधु
Meditation,noun,ध्यान
Mat,noun,चटाई
Hermitage,noun,आश्रम
Shan’t,modal verb,नहीं करूँगा
Monastery,noun,मठ
Intrigued,adjective,जिज्ञासु
Grab,verb,पकड़ना
Robe,noun,वस्त्र
Itchy,adjective,खुजली वाला
Poke one’s head round the door,phrase,झाँकना
Present,noun,उपहार
Slam,verb,ज़ोर से बंद करना
Scrabbling,adjective,टटोलना
Sack,noun,बोरा
Steady,adjective,स्थिर
Passage,noun,गलियारा
Sweep up,phrasal verb,साफ करना
The whining kind,noun,शिकायती स्वभाव वाला
Whiner,noun,शिकायती व्यक्ति
Major,adjective,प्रमुख
Fortitude,noun,धैर्यशक्ति
Pleasant,adjective,सुखद
Inconvenience,noun,असुविधा
Inconvenient,adjective,असुविधाजनक
Lumpy,adjective,ऊबड़-खाबड़
Lump,noun,गाँठ
Oatmeal,noun,दलिया
Griping,noun,शिकायत करना
Whine,verb,रोना-धोना
Prestigious,adjective,प्रतिष्ठित
Progressively,adverb,क्रमशः
Famed,adjective,प्रसिद्ध
Grass-court seeding formula,noun,घास-कोर्ट वरीयता सूत्र
Line judge,noun,लाइन जज
Verdant,adjective,हरा-भरा
Pomp,noun,तड़क-भड़क
Glazed,adjective,चमकदार
Pristine,adjective,निर्मल
Rivalry,noun,प्रतिद्वंद्विता
